lat,lng,ecm,building_type,savings
37.798383,-122.4026,Building Leakage,Hotel,13.574707606797553
37.785879,-122.412372,Roof Insulation,Retail Store,7.286603026834062
37.805639,-122.405873,HVAC Duct Leakage,Office,7.503131738894525
37.780953,-122.467181,HVAC Duct Leakage,Hotel,9.543342466510058
37.784809,-122.407047,HVAC System,Retail Store,27.421720438934166
37.790181,-122.422379,HVAC Duct Leakage,Office,19.49901491639038
37.778518,-122.421628,Building Leakage,Office,-2.276431226902499
37.787718,-122.405419,Roof Insulation,Retail Store,5.147405257871959
37.78502,-122.407772,HVAC System,Retail Store,8.262268543721884
37.786754,-122.405531,HVAC System,Office,13.952359989902222
37.770849,-122.412762,Roof Insulation,Hotel,14.514561364164873
37.783404,-122.439254,Roof Insulation,Retail Store,-10.582438579438865
37.781361,-122.458108,HVAC System,Office,9.07480485202227
37.806517,-122.41411,HVAC System,Hotel,8.518747877238473
37.791431,-122.398665,Roof Insulation,Retail Store,7.992837242524689
37.787034,-122.410771,Roof Insulation,Hotel,8.545487743951588
37.785698,-122.406351,Building Leakage,Office,7.553070126871601
37.762119,-122.41457,HVAC System,Office,-1.1992147375214302
37.785023,-122.434291,Building Leakage,Hotel,11.535486529428287
37.770465,-122.412693,HVAC System,Retail Store,8.694168008208463
37.781586,-122.454736,HVAC Duct Leakage,Hotel,8.641948359574524
37.784348,-122.416928,HVAC System,Hotel,5.825421833109072
37.79166,-122.40086,HVAC System,Office,6.11480690723641
37.786889,-122.459547,HVAC Duct Leakage,Retail Store,6.922917976098874
37.772221,-122.423109,HVAC System,Retail Store,7.993518980375546
37.790787,-122.4038,HVAC System,Hotel,8.141389340818474
37.788637,-122.405691,Building Leakage,Hotel,12.674302823995397
37.800049,-122.402555,HVAC Duct Leakage,Hotel,7.049812144933536
37.788523,-122.40234,HVAC Duct Leakage,Office,-0.7114692872225632
37.770251,-122.417599,Roof Insulation,Hotel,5.094236888455384
37.801014,-122.426448,HVAC System,Retail Store,7.52742501040779
37.788785,-122.434796,HVAC System,Office,8.505867958347064
37.79722,-122.400791,Building Leakage,Office,2.9464361644486345
37.786915,-122.404388,HVAC System,Hotel,4.328602077217974
37.789569,-122.405823,Building Leakage,Hotel,8.293358066300632
37.79419,-122.399762,HVAC Duct Leakage,Retail Store,9.322132243216572
37.791326,-122.405716,Building Leakage,Hotel,4.9331045294699525
37.773163,-122.417503,Building Leakage,Hotel,8.083079852176775
37.794901,-122.422539,Roof Insulation,Hotel,16.65521259676882
37.785452,-122.421263,Building Leakage,Office,-3.4226815616093944
37.770654,-122.419791,Building Leakage,Office,4.928025969627675
37.785845,-122.412638,Building Leakage,Office,7.51504225291
37.786388,-122.40636,Building Leakage,Office,6.1409693170184765
37.787397,-122.423011,HVAC Duct Leakage,Hotel,6.026898700181475
37.794796,-122.401499,HVAC Duct Leakage,Office,8.42526746355455
37.782501,-122.416355,HVAC Duct Leakage,Office,15.055770956128747
37.795625,-122.402501,Roof Insulation,Hotel,4.8639469187335695
37.772386,-122.410284,Roof Insulation,Retail Store,7.250119419440052
37.795832,-122.403375,Roof Insulation,Retail Store,7.922897076589755
37.80564,-122.405865,HVAC System,Office,17.625205351665425
37.792611,-122.404672,Building Leakage,Retail Store,13.659406932718646
37.792537,-122.401046,HVAC System,Retail Store,7.6132206726770315
37.778047,-122.415611,Roof Insulation,Office,-6.278368224695242
37.788345,-122.408013,HVAC Duct Leakage,Hotel,7.439593181977658
37.806798,-122.419488,HVAC Duct Leakage,Retail Store,7.868383134588074
37.792016,-122.401638,Roof Insulation,Hotel,6.92306207383919
37.753724,-122.488472,Roof Insulation,Office,5.199374859445969
37.790445,-122.421709,Roof Insulation,Retail Store,8.29231528942612
37.80528,-122.416327,HVAC System,Retail Store,6.507101691098402
37.792453,-122.399813,Building Leakage,Office,7.927191296374817
37.793114,-122.400779,HVAC Duct Leakage,Retail Store,10.805577038051688
37.792192,-122.400322,Roof Insulation,Hotel,9.978612471797783
37.793038,-122.401382,HVAC System,Retail Store,7.833541096893288
37.782934,-122.464937,Building Leakage,Hotel,10.111460699216686
37.785434,-122.438406,Building Leakage,Hotel,14.803073072968035
37.786884,-122.406462,HVAC Duct Leakage,Retail Store,4.847317306151538
37.774768,-122.464924,HVAC Duct Leakage,Hotel,4.748457108723556
37.781982,-122.412933,Building Leakage,Office,7.6678181081122645
37.756158,-122.418816,Building Leakage,Hotel,12.840350908671091
37.792217,-122.400137,Building Leakage,Hotel,5.09436833684282
37.795106,-122.396158,Roof Insulation,Hotel,6.73538723438868
37.797731,-122.403772,HVAC System,Office,2.8545906728208603
37.788127,-122.409735,HVAC System,Hotel,16.045387925657458
37.799417,-122.439794,Roof Insulation,Retail Store,12.43705348677241
37.786837,-122.421548,HVAC System,Hotel,7.8581493705844245
37.779904,-122.487389,HVAC System,Hotel,5.803629214143999
37.804708,-122.405808,HVAC Duct Leakage,Office,2.948509968995248
37.807792,-122.414042,Roof Insulation,Retail Store,9.745243807313571
37.788193,-122.411781,HVAC System,Retail Store,9.886050063995182
37.790257,-122.408083,Roof Insulation,Hotel,7.56700552114599
37.789851,-122.411246,HVAC System,Office,8.310576542823018
37.788408,-122.422587,HVAC Duct Leakage,Retail Store,14.86677739595411
37.8074,-122.410603,HVAC Duct Leakage,Retail Store,18.435281896702648
37.753899,-122.484331,HVAC System,Hotel,8.393703854327635
37.788943,-122.410904,Roof Insulation,Office,7.972479717294354
37.773151,-122.41085,Building Leakage,Retail Store,-21.88884733700676
37.78411,-122.429531,Building Leakage,Retail Store,28.81205721931847
37.790357,-122.432476,Building Leakage,Hotel,7.307898410004063
37.763038,-122.509725,Building Leakage,Retail Store,4.340410710782421
37.803897,-122.415464,HVAC System,Office,8.075505515987984
37.788035,-122.417968,HVAC Duct Leakage,Retail Store,3.780285244447853
37.780941,-122.477281,HVAC System,Office,11.056676131010482
37.785553,-122.430061,Building Leakage,Office,5.167365203493788
37.789609,-122.417122,HVAC Duct Leakage,Office,8.47386491510028
37.797536,-122.401841,HVAC Duct Leakage,Office,10.34037869408132
37.807616,-122.420646,HVAC System,Hotel,-1.2431494131730432
37.781967,-122.413048,HVAC System,Retail Store,6.7673045788032775
37.742046,-122.498723,Roof Insulation,Retail Store,8.813630470129347
37.791412,-122.400806,Building Leakage,Hotel,12.183771741338486
37.771074,-122.41066,Roof Insulation,Retail Store,38.940238813637194
37.789656,-122.405204,HVAC System,Office,8.736422470061125
37.791103,-122.445422,HVAC Duct Leakage,Office,8.85836186434936
37.788621,-122.405811,Building Leakage,Retail Store,33.42131967192509
37.774684,-122.412799,HVAC System,Retail Store,11.921783343469622
37.773597,-122.419307,HVAC System,Office,8.235850173916946
37.805634,-122.415311,HVAC System,Retail Store,0.8884275535993797
37.795117,-122.403233,HVAC Duct Leakage,Office,8.864526476374706
37.780476,-122.477792,Building Leakage,Office,-21.984684917129076
37.794781,-122.400288,HVAC System,Retail Store,2.745439229445818
37.792011,-122.399722,HVAC Duct Leakage,Hotel,6.73521655457404
37.782272,-122.439317,Roof Insulation,Office,9.076718834616164
37.7713,-122.415959,HVAC Duct Leakage,Hotel,3.5508354223830754
37.785218,-122.432679,Building Leakage,Retail Store,-116.28820595096896
37.799839,-122.402514,HVAC Duct Leakage,Office,10.27821864812931
37.791978,-122.422575,Roof Insulation,Hotel,7.491060807828858
37.806604,-122.4211,Roof Insulation,Office,9.352394357946357
37.782379,-122.407412,HVAC System,Retail Store,7.880608804306072
37.794179,-122.398952,Building Leakage,Office,5.670953568825196
37.770613,-122.407687,HVAC System,Office,9.164995713277358
37.784843,-122.439845,Building Leakage,Office,8.709626400789649
37.792606,-122.404716,Building Leakage,Retail Store,10.387569158682641
37.785151,-122.406621,Roof Insulation,Retail Store,11.50733574299466
37.789736,-122.408673,HVAC System,Office,11.533895111919543
37.787186,-122.409591,HVAC System,Hotel,11.834267760877136
37.785438,-122.423258,HVAC Duct Leakage,Hotel,3.584238839447754
37.807512,-122.415665,HVAC Duct Leakage,Office,7.718412267827088
37.795673,-122.402059,Building Leakage,Office,22.487563023840465
37.787209,-122.447433,Roof Insulation,Hotel,16.71949547631405
37.786543,-122.433368,Building Leakage,Hotel,5.32314202227953
37.763606,-122.416711,Roof Insulation,Office,-29.183400284749396
37.791547,-122.399629,Building Leakage,Office,7.242638886784671
37.780669,-122.412294,Roof Insulation,Office,13.16461984316344
37.774592,-122.41507,Roof Insulation,Hotel,7.0458934089275305
37.785406,-122.405356,HVAC System,Retail Store,7.3617977668030665
37.793867,-122.402309,HVAC System,Office,12.708774671688888
37.765049,-122.415279,HVAC Duct Leakage,Hotel,7.963842687048915
37.790619,-122.405158,HVAC System,Hotel,0.5066490766533693
37.800127,-122.409123,HVAC Duct Leakage,Hotel,2.792389158989936
37.754052,-122.418611,HVAC System,Office,7.612239595540453
37.724308,-122.435096,HVAC Duct Leakage,Office,15.174334276172637
37.792999,-122.401706,HVAC Duct Leakage,Retail Store,4.523096915022734
37.78985,-122.403654,HVAC Duct Leakage,Retail Store,8.487411016171603
37.780934,-122.409857,HVAC Duct Leakage,Office,7.7184311264476735
37.789483,-122.406467,HVAC System,Office,8.250790324960862
37.765507,-122.41971,HVAC System,Office,5.619191786039324
37.784475,-122.421067,HVAC System,Hotel,-22.420825429907918
37.784904,-122.406928,HVAC Duct Leakage,Retail Store,4.654646923920385
37.77862,-122.42433,HVAC Duct Leakage,Office,11.10219763627475
37.761001,-122.414892,HVAC Duct Leakage,Office,17.58710926880903
37.783928,-122.409231,Building Leakage,Hotel,13.80417928997651
37.795106,-122.396158,HVAC Duct Leakage,Office,13.583313886153517
37.781919,-122.41341,HVAC System,Retail Store,-0.12290161513590725
37.769819,-122.407293,Roof Insulation,Hotel,7.456009334359316
37.765394,-122.414022,Roof Insulation,Retail Store,16.303601697015807
37.791521,-122.402509,HVAC Duct Leakage,Hotel,23.13287827378923
37.794583,-122.401459,HVAC System,Office,8.57216420480065
37.76873,-122.422265,Building Leakage,Retail Store,7.891876127888821
37.763116,-122.419496,Building Leakage,Office,-1.6785622748366293
37.79936,-122.41022,Building Leakage,Hotel,26.719593444595652
37.783602,-122.409164,HVAC System,Hotel,11.225843608453296
37.788528,-122.406534,Roof Insulation,Office,9.026085282754725
37.763836,-122.471152,Roof Insulation,Retail Store,4.205086612570998
37.780189,-122.481229,HVAC Duct Leakage,Hotel,8.45588280376292
37.765942,-122.415364,HVAC Duct Leakage,Office,10.841645368994286
37.789745,-122.422127,HVAC Duct Leakage,Retail Store,10.453029819511542
37.741759,-122.403365,HVAC System,Retail Store,6.629708994516295
37.797368,-122.402017,HVAC Duct Leakage,Office,9.990143577737246
37.793771,-122.398873,HVAC Duct Leakage,Office,9.470217578022357
37.782393,-122.419041,HVAC Duct Leakage,Office,4.49575574987879
37.790697,-122.404484,Building Leakage,Office,9.499770959011723
37.78372,-122.421807,HVAC Duct Leakage,Hotel,7.330318609227576
37.786995,-122.411084,Building Leakage,Retail Store,9.6012175377554
37.788751,-122.412405,Roof Insulation,Hotel,-0.8380492740273429
37.764353,-122.415212,HVAC Duct Leakage,Retail Store,9.92969901108588
37.773234,-122.418276,Building Leakage,Hotel,-9.00786850649072
37.792508,-122.405452,HVAC Duct Leakage,Hotel,5.51400938755769
37.788531,-122.406505,Building Leakage,Office,7.620534469091955
37.788773,-122.404604,HVAC Duct Leakage,Office,49.261306790034354
37.782668,-122.470286,Building Leakage,Hotel,7.072884455920701
37.790992,-122.405645,HVAC System,Retail Store,7.601723851100441
37.760809,-122.436422,HVAC Duct Leakage,Hotel,4.311286204359016
37.795699,-122.40335,Roof Insulation,Retail Store,5.840755071894417
37.799834,-122.401312,Building Leakage,Hotel,-2.100649772454343
37.790654,-122.404844,Roof Insulation,Office,11.159924497080766
37.771134,-122.414801,Roof Insulation,Retail Store,4.61540537340429
37.789232,-122.403727,HVAC System,Hotel,6.855992913946412
37.794966,-122.397302,Roof Insulation,Retail Store,3.278031609631121
37.775648,-122.415448,Building Leakage,Hotel,6.121940175461908
37.743138,-122.473882,Roof Insulation,Hotel,9.039340521016564
37.798682,-122.40022,Building Leakage,Retail Store,5.553302520690268
37.787791,-122.450058,HVAC Duct Leakage,Retail Store,6.1575371703683155
37.805136,-122.405268,HVAC System,Office,8.927958381935637
37.791069,-122.422564,HVAC System,Office,8.21200081760239
37.795223,-122.405848,Roof Insulation,Hotel,2.9466915802873697
37.769306,-122.408214,Building Leakage,Office,13.743586725598568
37.806186,-122.416746,Building Leakage,Retail Store,6.807376095250037
37.765606,-122.415332,HVAC Duct Leakage,Office,11.188314734286916
37.781424,-122.408137,Building Leakage,Office,-13.77171398901115
37.794368,-122.401958,HVAC System,Hotel,-5.536144937852514
37.788248,-122.40878,HVAC Duct Leakage,Retail Store,6.819989756942517
37.789094,-122.409748,Roof Insulation,Hotel,2.7809536138217696
37.79238,-122.406513,HVAC System,Retail Store,6.7445971617109
37.795422,-122.400424,HVAC System,Hotel,12.103639923306341
37.781519,-122.418866,Building Leakage,Office,48.67010693857447
37.793159,-122.400437,HVAC Duct Leakage,Retail Store,8.445979652274552
37.781217,-122.477302,HVAC System,Retail Store,14.27872298831448
37.798255,-122.400991,Building Leakage,Hotel,7.101450613492897
37.788991,-122.410533,Roof Insulation,Office,8.460684087628326
37.792366,-122.422821,Building Leakage,Retail Store,7.9815537906240746
37.786424,-122.423243,HVAC System,Hotel,6.871207204998051
37.765463,-122.42194,HVAC System,Retail Store,5.904602404302029
37.769586,-122.419995,HVAC System,Hotel,11.198812918337977
37.787249,-122.409071,Roof Insulation,Retail Store,8.508244645548412
37.787071,-122.440559,Roof Insulation,Retail Store,11.624973294971802
37.795193,-122.399174,HVAC System,Retail Store,8.85572236660725
37.771908,-122.409332,Roof Insulation,Retail Store,7.066472130310206
37.786068,-122.407981,Roof Insulation,Retail Store,3.482186784612888
37.788577,-122.406153,Roof Insulation,Retail Store,8.884819107997675
37.773037,-122.423202,HVAC System,Hotel,6.2523518254230215
37.797532,-122.399629,HVAC Duct Leakage,Office,0.8503355398034138
37.797959,-122.402139,HVAC Duct Leakage,Office,14.302337407921959
37.764489,-122.41344,HVAC Duct Leakage,Office,10.888871021433191
37.787863,-122.40425,HVAC System,Office,4.6202398364275075
37.795303,-122.398423,HVAC Duct Leakage,Retail Store,12.457560895597354
37.771939,-122.416771,Building Leakage,Retail Store,8.170425107165652
37.781805,-122.410836,Roof Insulation,Office,6.478186158451639
37.786521,-122.407383,Building Leakage,Hotel,2.7450228212787504
37.788396,-122.407609,HVAC System,Office,4.389714156504013
37.789138,-122.409419,Building Leakage,Office,10.878437572891109
37.767878,-122.419942,HVAC Duct Leakage,Retail Store,9.563752942715467
37.796813,-122.402488,HVAC System,Office,7.201179778819584
37.745059,-122.452481,Roof Insulation,Hotel,8.15659155659049
37.786755,-122.412952,Roof Insulation,Retail Store,5.446204931107717
37.787035,-122.404912,Roof Insulation,Office,5.444506468303513
37.802142,-122.403224,HVAC System,Retail Store,8.664802057871675
37.778373,-122.415199,Roof Insulation,Office,-15.464753863522567
37.790796,-122.402362,Building Leakage,Retail Store,16.77548240875381
37.799423,-122.439012,Building Leakage,Office,7.162554197811422
37.787503,-122.422161,HVAC Duct Leakage,Retail Store,6.529855949939723
37.799173,-122.424049,Building Leakage,Hotel,8.98569604326951
37.764508,-122.413034,HVAC Duct Leakage,Hotel,8.454660098098918
37.792122,-122.399746,HVAC System,Retail Store,13.971680764308182
37.770012,-122.415468,Building Leakage,Retail Store,7.05893562882643
37.78653,-122.407308,HVAC System,Retail Store,10.704883938403455
37.807195,-122.416366,Roof Insulation,Retail Store,7.487267877607966
37.789211,-122.408868,HVAC System,Office,2.789513572506676
37.786081,-122.406299,Building Leakage,Retail Store,0.15349808686117417
37.765362,-122.414526,Roof Insulation,Office,5.5099989261033055
37.755458,-122.418399,HVAC System,Hotel,11.105591984533088
37.791988,-122.40187,Roof Insulation,Retail Store,10.910426937239071
37.787875,-122.408345,Roof Insulation,Hotel,13.270231245595937
37.802027,-122.411696,HVAC Duct Leakage,Retail Store,12.824876682535658
37.762128,-122.414427,Roof Insulation,Retail Store,6.4818147548034135
37.772505,-122.414836,HVAC Duct Leakage,Hotel,10.431001420327737
37.787472,-122.409946,Roof Insulation,Hotel,8.261111591193542
37.761641,-122.42258,Building Leakage,Hotel,0.2679243726063021
37.786815,-122.4125,HVAC Duct Leakage,Retail Store,5.187718320511122
37.785642,-122.41126,Roof Insulation,Hotel,7.0507726991012545
37.801462,-122.401093,Roof Insulation,Hotel,7.451599063358589
37.754325,-122.418638,Roof Insulation,Office,9.262976177640708
37.771147,-122.413132,HVAC Duct Leakage,Retail Store,6.186534975237986
37.769936,-122.407141,Roof Insulation,Office,13.092183425065521
37.781905,-122.413517,HVAC System,Retail Store,9.373812115264458
37.787308,-122.423699,HVAC System,Retail Store,9.762443233239996
37.800148,-122.441505,HVAC System,Hotel,10.71719027843046
37.775243,-122.43781,HVAC System,Retail Store,7.001624776166883
37.801235,-122.425518,Building Leakage,Hotel,6.1475814268384505
37.780204,-122.412874,Roof Insulation,Hotel,34.236529844606565
37.789357,-122.407541,Roof Insulation,Hotel,11.335601238754455
37.788627,-122.405763,Roof Insulation,Retail Store,-5.178591120098561
37.788211,-122.409072,HVAC Duct Leakage,Hotel,6.83410275785644
37.802774,-122.403106,HVAC Duct Leakage,Retail Store,5.727288040190215
37.793271,-122.399549,HVAC Duct Leakage,Hotel,8.716451830231485
37.743033,-122.470208,Building Leakage,Retail Store,4.72427949773281
37.798238,-122.400987,Roof Insulation,Office,2.8926118387343953
37.788776,-122.404585,Building Leakage,Retail Store,8.589368698451397
37.800151,-122.401375,HVAC System,Retail Store,6.839204366829635
37.751497,-122.430832,Roof Insulation,Hotel,-0.17083658355275055
37.792262,-122.443254,HVAC Duct Leakage,Office,5.267485818900048
37.794098,-122.404034,HVAC Duct Leakage,Hotel,6.593423352013815
37.791409,-122.406505,HVAC Duct Leakage,Retail Store,7.728234377533444
37.794906,-122.403189,HVAC Duct Leakage,Office,11.824008415536879
37.792324,-122.402672,HVAC System,Retail Store,7.703136615842016
37.76287,-122.41507,HVAC System,Retail Store,8.548918467216087
37.769865,-122.416829,Building Leakage,Retail Store,6.061596727946824
37.787648,-122.420995,Roof Insulation,Office,7.9022418783449355
37.791889,-122.422558,Building Leakage,Office,9.317152487407315
37.790826,-122.403527,HVAC Duct Leakage,Retail Store,6.242935619576983
37.794812,-122.398499,HVAC System,Office,7.934635471331933
37.786069,-122.410864,HVAC Duct Leakage,Hotel,7.737175878984588
37.786632,-122.413921,Roof Insulation,Hotel,5.359913644949033
37.805766,-122.412426,Roof Insulation,Hotel,4.868117054432206
37.783662,-122.439601,HVAC Duct Leakage,Hotel,3.226668987367044
37.78182,-122.41419,HVAC System,Office,13.831839507002183
37.785095,-122.406691,HVAC System,Office,8.072776508238901
37.782373,-122.413971,HVAC System,Retail Store,6.771208491805521
37.786143,-122.405358,HVAC Duct Leakage,Office,10.899903867416228
37.782373,-122.410124,HVAC Duct Leakage,Office,8.499219048316867
37.797724,-122.40782,Roof Insulation,Hotel,7.360727183813232
37.793268,-122.399572,HVAC Duct Leakage,Office,10.010330025549596
37.801296,-122.400395,Building Leakage,Hotel,7.194420142848462
37.787814,-122.41212,Roof Insulation,Hotel,13.852619826193994
37.792881,-122.422925,HVAC Duct Leakage,Retail Store,6.14683220172443
37.789561,-122.417112,Roof Insulation,Hotel,6.855072578659408
37.795122,-122.401564,HVAC System,Hotel,8.262578766381157
37.793425,-122.4029,Roof Insulation,Office,20.76436998882597
37.764295,-122.417397,Roof Insulation,Office,-15.306145447381844
37.781445,-122.411299,Roof Insulation,Retail Store,9.170268892267718
37.762141,-122.414223,Roof Insulation,Office,6.846798894637541
37.78706,-122.410578,Roof Insulation,Retail Store,9.130477740549068
37.785445,-122.408405,HVAC Duct Leakage,Office,5.795682380129947
37.786967,-122.411314,Building Leakage,Retail Store,6.4732612077181155
37.789894,-122.418344,Roof Insulation,Retail Store,11.540702002688985
37.79244,-122.401026,HVAC Duct Leakage,Office,11.235220453834426
37.754175,-122.412839,HVAC System,Retail Store,8.521188262073517
37.78971,-122.40085,Building Leakage,Retail Store,8.571828981712407
37.799616,-122.402472,HVAC System,Office,20.71814662129412
37.79,-122.402557,HVAC Duct Leakage,Retail Store,6.28503156471516
37.7855,-122.408094,HVAC System,Office,8.110436425794603
37.781446,-122.412105,Roof Insulation,Office,5.942279251783399
37.795101,-122.40686,Roof Insulation,Hotel,5.505813778687459
37.78111,-122.411729,Roof Insulation,Office,9.511273481195188
37.767892,-122.415563,Roof Insulation,Office,3.128894248250491
37.762347,-122.419414,HVAC System,Office,9.118763320508423
37.782224,-122.465448,Roof Insulation,Office,4.853717844903219
37.78404,-122.404878,HVAC System,Office,5.360193898704544
37.782103,-122.412002,HVAC Duct Leakage,Hotel,8.543805995275152
37.796275,-122.403463,HVAC System,Retail Store,12.29557355228484
37.805072,-122.405256,Building Leakage,Retail Store,7.008863955644855
37.782007,-122.410578,Building Leakage,Retail Store,6.782803698384351
37.73594,-122.503129,HVAC Duct Leakage,Hotel,5.445546270538042
37.739715,-122.402787,HVAC System,Office,9.061018963345969
37.781306,-122.456646,Building Leakage,Retail Store,8.61806534407821
37.798832,-122.399059,Building Leakage,Office,6.750632051835075
37.775726,-122.496986,HVAC System,Retail Store,7.753048041043247
37.794443,-122.423086,Roof Insulation,Retail Store,27.377583994444095
37.789704,-122.402127,Roof Insulation,Hotel,9.400761976258842
37.789079,-122.406903,HVAC Duct Leakage,Hotel,10.245820521087364
37.754977,-122.418702,Building Leakage,Retail Store,7.780674438581831
37.764748,-122.416345,Building Leakage,Office,-33.77406241501906
37.797366,-122.400819,Building Leakage,Hotel,10.796057409976317
37.804994,-122.413482,HVAC System,Office,13.327472910996983
37.76481,-122.419649,HVAC Duct Leakage,Office,-20.72152905156167
37.796566,-122.402446,HVAC System,Hotel,0.8205252052253806
37.762195,-122.412829,HVAC Duct Leakage,Hotel,12.909013181583518
37.781951,-122.413166,Roof Insulation,Retail Store,2.285350753337376
37.774593,-122.416789,HVAC System,Retail Store,-62.98116984180288
37.786304,-122.409085,Roof Insulation,Office,4.7765912821981615
37.777396,-122.418822,Building Leakage,Retail Store,57.037630170329145
37.784215,-122.410435,Roof Insulation,Office,1.603346249658209
37.793939,-122.403004,Roof Insulation,Hotel,7.5508051086653625
37.788419,-122.407416,HVAC Duct Leakage,Office,10.761108957269393
37.779759,-122.411614,Roof Insulation,Retail Store,8.322927966030253
37.795695,-122.40925,Roof Insulation,Office,9.529445254714238
37.778217,-122.415397,Roof Insulation,Retail Store,9.859954235573541
37.793636,-122.402943,Building Leakage,Office,-1.3164896525941874
37.788751,-122.404804,Roof Insulation,Office,5.582974839900597
37.792059,-122.401309,Roof Insulation,Hotel,6.749984132642867
37.787493,-122.404997,HVAC Duct Leakage,Office,12.114242682048323
37.76468,-122.41865,HVAC System,Hotel,11.239494875530006
37.781253,-122.411545,HVAC Duct Leakage,Office,13.11352928865999
37.770524,-122.414142,Building Leakage,Retail Store,8.94550108465732
37.786573,-122.408082,HVAC Duct Leakage,Retail Store,5.957415320029459
37.782146,-122.44946,Roof Insulation,Retail Store,9.196269773850068
37.791349,-122.404164,Roof Insulation,Retail Store,6.454002289311693
37.757462,-122.418939,Roof Insulation,Office,5.673686619465134
37.79547,-122.423438,HVAC Duct Leakage,Office,8.628649144157137
37.775581,-122.415533,Roof Insulation,Hotel,7.614222815360617
37.781769,-122.414614,Building Leakage,Hotel,10.362627525967115
37.77799,-122.413832,Building Leakage,Office,8.643872705483501
37.789545,-122.421092,Roof Insulation,Hotel,126.90312160387572
37.775079,-122.452158,Building Leakage,Retail Store,8.471424271374664
37.791602,-122.405032,HVAC System,Office,7.729486566088886
37.789161,-122.416681,Building Leakage,Retail Store,5.73276344554254
37.787406,-122.407993,Building Leakage,Office,-104.58970204236233
37.783609,-122.420898,HVAC Duct Leakage,Retail Store,7.366347918575621
37.795507,-122.401639,Roof Insulation,Hotel,20.785257179205423
37.803277,-122.414835,Building Leakage,Hotel,10.349908453875964
37.793033,-122.401426,HVAC Duct Leakage,Office,-43.29731815308086
37.769399,-122.426413,Building Leakage,Retail Store,-27.200958325476
37.789118,-122.40957,Roof Insulation,Hotel,9.705663072734454
37.788376,-122.422821,Roof Insulation,Hotel,9.143050273566333
37.774889,-122.416414,Building Leakage,Hotel,5.617544314577528
37.739897,-122.401133,Building Leakage,Hotel,4.634815722230179
37.782866,-122.409506,Building Leakage,Office,8.379718933721316
37.788574,-122.416912,HVAC Duct Leakage,Office,16.866728114380475
37.796512,-122.406757,Roof Insulation,Hotel,-3.247139954570409
37.791159,-122.401002,HVAC System,Retail Store,38.801052287500454
37.771541,-122.413624,HVAC System,Office,13.111501195220644
37.760606,-122.413234,HVAC Duct Leakage,Retail Store,6.261467374077378
37.796834,-122.407445,Building Leakage,Retail Store,25.165503904633606
37.753348,-122.418545,Roof Insulation,Hotel,9.528421649893787
37.79746,-122.399612,HVAC System,Retail Store,10.566910167457554
37.784103,-122.421157,Roof Insulation,Retail Store,3.4885100271885117
37.789338,-122.40772,Building Leakage,Retail Store,6.569450486729318
37.784458,-122.438616,Roof Insulation,Retail Store,5.217658868779855
37.775803,-122.415249,HVAC Duct Leakage,Retail Store,10.223309369428195
37.787733,-122.405297,HVAC Duct Leakage,Office,10.308589598765634
37.798086,-122.402166,Building Leakage,Retail Store,10.0640346504675
37.787972,-122.41092,Roof Insulation,Retail Store,84.5284595370224
37.761978,-122.435104,HVAC System,Hotel,7.5819209374264
37.786262,-122.411388,Building Leakage,Office,3.6036785440859136
37.786995,-122.411079,HVAC System,Hotel,6.624781170810301
37.77228,-122.40112,Building Leakage,Office,12.015358841371604
37.789737,-122.404434,Building Leakage,Hotel,5.369158039893378
37.781157,-122.468589,HVAC System,Hotel,8.189384466166999
37.78589,-122.45756,Roof Insulation,Hotel,-5.3361279183497015
37.781903,-122.407536,HVAC Duct Leakage,Retail Store,8.77300262242874
37.788495,-122.406786,HVAC Duct Leakage,Retail Store,13.465610739740757
37.790694,-122.404508,Roof Insulation,Office,7.7764739250387835
37.799772,-122.4013,HVAC Duct Leakage,Hotel,8.316225276708067
37.79667,-122.404922,Building Leakage,Hotel,2.7770307459069725
37.787377,-122.446143,Roof Insulation,Retail Store,9.79281879537427
37.784494,-122.421236,HVAC Duct Leakage,Retail Store,7.981441621851282
37.808125,-122.4165,Roof Insulation,Hotel,8.585544668789119
37.807031,-122.417639,Roof Insulation,Office,9.311514296608559
37.800919,-122.429529,Building Leakage,Office,12.110233824127198
37.768664,-122.413736,Roof Insulation,Retail Store,8.111281380067563
37.770586,-122.422438,Roof Insulation,Hotel,8.882763788172579
37.794185,-122.396566,Roof Insulation,Hotel,8.733911854749854
37.77996,-122.486183,HVAC Duct Leakage,Retail Store,-0.9949086702157697
37.775712,-122.414078,HVAC Duct Leakage,Hotel,11.18792640417147
37.79382,-122.407855,Roof Insulation,Retail Store,11.162412811373388
37.773018,-122.453393,Building Leakage,Hotel,10.440541657976759
37.789936,-122.403035,HVAC Duct Leakage,Office,14.036040490790096
37.7972,-122.404527,HVAC Duct Leakage,Office,2.937665995506187
37.784809,-122.407047,Roof Insulation,Office,8.933449780283516
37.800269,-122.402894,HVAC System,Hotel,4.434633106681171
37.793247,-122.399747,Roof Insulation,Retail Store,7.541618334355915
37.79993,-122.400115,HVAC System,Office,4.48495404438845
37.788204,-122.402745,Roof Insulation,Office,0.07750178259116769
37.772871,-122.415849,Roof Insulation,Hotel,11.09836213042759
37.789368,-122.407435,HVAC Duct Leakage,Hotel,11.403007792470124
37.78598,-122.423881,Building Leakage,Office,10.48141916779312
37.79197,-122.402016,HVAC System,Retail Store,10.932614849746814
